Course,Unique,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence.",Gender,Gender - Text,Raceethnicity,Raceethnicity - Text,Native,Asian,Asian - Text,Black,Black - Text,Latino,Latino - Text,MiddleEast,MiddleEast - Text,Pacific,Pacific - Text,White,White - Text,Education,Education - Text,Intervention Number,Intervention
PHY105M,56980,0.5,-1.0,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,0.0,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,middle school,1.0,Partner Agreements
PHY105M,56980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,Female,,Black or African American,,,,,"Some other Black or African American race or ethnicity
Print, for example, Ghanaian, South African, Barbadian, etc.",Burundian ,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56980,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.5,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,1.0,Partner Agreements
PHY105M,56980,0.5,0.5,0.0,0.5,0.0,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.2,0.6,-0.6,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bengali,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57075,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,Irish,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,0.5,0.0,-1.0,0.5,0.5,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Norwegian,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,-1.0,0.0,0.5,1.0,1.0,0.2,Male,,"Middle Eastern or North African,White",,,,,,,,,Egyptian,,,,"Irish,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Czech,Master’s degree or above,,1.0,Partner Agreements
PHY105M,57075,1.0,-1.0,-1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,1.0,-1.0,0.5,-1.0,1.0,0.5,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Guatemalan,,,,,,,Associate's or technical degree,,1.0,Partner Agreements
PHY105N,57075,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,1.0,0.5,-1.0,1.0,-1.0,0.0,0.5,0.6,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,-1.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.6,0.6,0.2,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,English,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,-1.0,0.5,1.0,0.6,0.6,1.0,Female,,White,,,,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57075,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.5,1.0,-1.0,0.5,0.0,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57075,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,0.0,1.0,0.5,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57075,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,-1.0,0.5,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.6,1.0,0.6,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57075,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57075,0.0,1.0,0.5,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,-1.0,-1.0,0.5,-1.0,0.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,1.0,Partner Agreements
PHY105M,56840,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,-1.0,0.5,0.0,-1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.6,0.2,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56840,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,1.0,1.0,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Danish,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56840,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.0,0.5,1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,,,Associate's or technical degree,,1.0,Partner Agreements
PHY105M,56840,0.5,1.0,1.0,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,-1.0,0.5,-1.0,0.0,0.5,0.5,0.0,0.0,-1.0,0.5,0.5,0.5,-1.0,0.6,-0.6,0.6,Female,,White,,,,,,,,,,,,,German,,High school,,1.0,Partner Agreements
PHY105M,56840,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,1.0,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Romanian,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56840,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,-0.2,1.0,Female,,White,,,,,,,,,,,,,Italian,,Associate's or technical degree,,1.0,Partner Agreements
PHY105M,56840,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,-1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.2,0.6,0.6,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56840,0.5,0.5,0.0,0.5,1.0,-1.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.2,0.6,0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,56840,0.5,0.0,-1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,-1.0,0.5,0.5,0.2,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56840,0.5,0.5,1.0,0.0,1.0,-1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,-1.0,0.0,-1.0,0.5,1.0,1.0,0.0,0.5,-1.0,1.0,0.5,1.0,0.0,0.2,0.2,0.2,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56840,0.0,-1.0,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,1.0,-1.0,-1.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105M,56840,0.5,0.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,German,,Other,GED,1.0,Partner Agreements
PHY105M,56840,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,1.0,0.6,1.0,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105M,56840,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.6,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Associate's or technical degree,,1.0,Partner Agreements
PHY105M,56920,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,-1.0,0.0,-1.0,0.5,0.0,1.0,0.5,0.5,-1.0,1.0,-1.0,0.5,1.0,0.2,0.2,0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56920,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,-1.0,1.0,1.0,0.0,0.0,-1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,-1.0,-0.2,-1.0,-0.6,Female,,White,,,,,,,,,,,,,Polish,,Master’s degree or above,,0.0,Control
PHY105M,56920,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,-1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,0.5,0.5,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56920,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,-1.0,0.0,0.5,-0.2,-0.2,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,Elementary ,0.0,Control
PHY105M,56920,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,Polish,,Associate's or technical degree,,0.0,Control
PHY105M,56920,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bangladeshi,,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56920,0.0,0.0,0.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,-1.0,0.5,0.0,0.5,-1.0,-1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,-1.0,0.5,0.5,0.0,-0.2,-0.2,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56920,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,0.5,0.6,0.2,0.6,Female,,Black or African American,,,,,African American,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56920,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.6,0.6,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",palestinian,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56920,1.0,0.5,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,-1.0,0.0,-1.0,0.5,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.5,1.0,0.5,0.2,0.2,-1.0,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,56920,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
PHY105M,56920,0.5,1.0,0.5,0.5,1.0,-1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.6,0.2,0.6,Male,,White,,,,,,,,,,,,,English,,Some college but no degree,,0.0,Control
PHY105M,56920,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.6,0.6,0.2,Female,,White,,,,,,,,,,,,,"Irish,English",,Bachelor’s degree,,0.0,Control
PHY105M,56920,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.2,1.0,0.2,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56920,0.5,-1.0,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,0.5,0.5,1.0,0.6,1.0,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56920,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.6,1.0,Female,,"Black or African American,Hispanic, Latino, or Spanish",,,,,African American,,Colombian,,,,,,,,High school,,0.0,Control
PHY105M,56920,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.6,0.6,"Female,Non-binary",,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,0.0,Control
PHY105M,56920,0.0,0.0,0.0,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Palestinian ,,,,,Some college but no degree,,0.0,Control
PHY105M,56905,0.0,0.5,0.0,0.0,0.5,-1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.5,-1.0,-1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Palestinian ,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.5,0.0,0.5,0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.5,0.5,0.0,0.5,-1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Associate's or technical degree,,0.0,Control
PHY105M,56905,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-0.2,-0.2,-0.2,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,Middle School,0.0,Control
PHY105M,56905,0.0,0.5,0.5,0.5,-1.0,-1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,-0.6,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,0.0,1.0,0.5,0.5,1.0,-1.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,-1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.2,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",I honestly don't know,Some college but no degree,,0.0,Control
PHY105M,56905,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,1.0,-1.0,1.0,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,1.0,0.5,-1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,Irish,Polish",,Master’s degree or above,,0.0,Control
PHY105M,56905,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,,0.0,Control
PHY105M,56905,0.0,1.0,0.0,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.5,0.5,0.6,-1.0,1.0,Male,,White,,,,,,,,,,,,,"German,Irish,English,French",,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,0.5,-1.0,0.0,-1.0,0.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Lebanese ,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.2,0.6,0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,-1.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,-1.0,0.0,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,56905,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Some college but no degree,,0.0,Control
PHY105M,56905,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.5,-1.0,-1.0,0.5,-1.0,0.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.5,0.5,0.5,0.6,0.6,-0.2,Female,,"Asian,White",,,Japanese,,,,,,,,,,"Irish,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Russian,Bachelor’s degree,,0.0,Control
PHY105N,57065,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,-1.0,0.5,1.0,1.0,1.0,0.0,1.0,-1.0,0.5,0.0,1.0,1.0,0.2,0.2,-0.2,Male,,Asian,,,Japanese,,,,,,,,,,,,Bachelor’s degree,,0.0,Control
