StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-12-09 20:05:37,2022-12-09 20:08:39,IP Address,100,182,True,2022-12-09 20:08:39,R_3PUljt6IhRmHfOz,anonymous,EN,PHY105N,57065,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:03:20,2022-12-09 20:09:23,IP Address,100,363,True,2022-12-09 20:09:23,R_T0Iqy8N0l5HX6ZH,anonymous,EN,PHY105N,57185,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:10:35,2022-12-09 20:13:51,IP Address,100,195,True,2022-12-09 20:13:52,R_31LNYxIx6CGS4O0,anonymous,EN,PHY105N,57040,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,,Somewhat agree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,Irish,,Master’s degree or above,
2022-12-09 20:11:07,2022-12-09 20:15:40,IP Address,100,273,True,2022-12-09 20:15:41,R_2VEgbQGTCtbjym8,anonymous,EN,PHY105M,56900,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,
2022-12-07 18:21:07,2022-12-09 20:18:47,IP Address,100,179860,True,2022-12-09 20:18:48,R_1da9GhthRGZhs03,anonymous,EN,PHY105M,56980,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bengali,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:17:44,2022-12-09 20:20:58,IP Address,100,194,True,2022-12-09 20:20:59,R_3iUs8FNJR2gVBHa,anonymous,EN,PHY105M,57023,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-08 09:55:46,2022-12-09 20:23:04,IP Address,100,124038,True,2022-12-09 20:23:05,R_2aJocdoio4z9vXu,anonymous,EN,PHY105M,56885,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Cuban,,,,,,,,Bachelor’s degree,
2022-12-09 20:25:22,2022-12-09 20:28:11,IP Address,100,168,True,2022-12-09 20:28:11,R_1ALw06dLzpITC37,anonymous,EN,PHY105M,56990,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:25:46,2022-12-09 20:29:10,IP Address,100,203,True,2022-12-09 20:29:11,R_SHQ1g3Fjn8k5UlP,anonymous,EN,PHY105M,56935,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,
2022-12-09 20:20:22,2022-12-09 20:29:25,IP Address,100,543,True,2022-12-09 20:29:26,R_2AHjSaJMwd4cW3E,anonymous,EN,PHY105M,56835,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"Irish,English",,Bachelor’s degree,
2022-12-09 20:24:39,2022-12-09 20:30:49,IP Address,100,370,True,2022-12-09 20:30:50,R_1d7dI3DwPkMfHF3,anonymous,EN,PHY105M,57010,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-12-09 20:24:43,2022-12-09 20:32:11,IP Address,100,448,True,2022-12-09 20:32:12,R_3kB80BhRsizBJAc,anonymous,EN,PHY105M,56860,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-09 20:33:54,2022-12-09 20:38:22,IP Address,100,268,True,2022-12-09 20:38:22,R_1KlNxANTKOwsYVG,anonymous,EN,PHY105N,57230,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Strongly disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,middle school
2022-12-09 20:37:16,2022-12-09 20:42:40,IP Address,100,324,True,2022-12-09 20:42:41,R_3LZpxPC2JHaE9Oe,anonymous,EN,PHY105M,56815,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly agree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Male,,White,,,,,,,,,,,,,German,,Master’s degree or above,
2022-12-09 20:43:03,2022-12-09 20:44:38,IP Address,100,94,True,2022-12-09 20:44:38,R_1IxUkz6RDiEM8RR,anonymous,EN,PHY105M,56935,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,
2022-12-09 12:02:30,2022-12-09 20:46:48,IP Address,100,31458,True,2022-12-09 20:46:48,R_1kMNre7S9yUtxHW,anonymous,EN,PHY105M,56965,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
2022-12-09 20:47:05,2022-12-09 20:52:09,IP Address,100,303,True,2022-12-09 20:52:09,R_27PS1oZOmsjxaSO,anonymous,EN,PHY105M,57027,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-09 20:47:53,2022-12-09 20:53:24,IP Address,100,330,True,2022-12-09 20:53:24,R_emMi4yxyKvyrHRn,anonymous,EN,PHY105N,57205,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,,Strongly agree,Strongly disagree,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Hungarian,Associate's or technical degree,
2022-12-09 20:48:46,2022-12-09 20:54:00,IP Address,100,314,True,2022-12-09 20:54:01,R_54GEkEC2lnqo80x,anonymous,EN,PHY105N,57085,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,
2022-12-09 20:49:56,2022-12-09 20:54:06,IP Address,100,249,True,2022-12-09 20:54:06,R_2gAZ7qMMEvV5KSJ,anonymous,EN,PHY105M,56860,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,
2022-12-09 20:50:34,2022-12-09 20:55:10,IP Address,100,276,True,2022-12-09 20:55:11,R_2QsxKynPnmrUmlj,anonymous,EN,PHY105N,57190,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,"German,English,Polish",,Master’s degree or above,
2022-12-09 20:37:50,2022-12-09 20:56:44,IP Address,100,1133,True,2022-12-09 20:56:44,R_3EyvogNoqQY72X7,anonymous,EN,PHY105N,57115,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,German,,Bachelor’s degree,
2022-12-09 20:55:40,2022-12-09 20:56:59,IP Address,100,78,True,2022-12-09 20:57:00,R_C34TQkyLBZqAQJH,anonymous,EN,PHY105N,57230,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Male,,Asian,,,Chinese,,,,,,,,,,,,I'm not sure,
2022-12-09 20:47:06,2022-12-09 20:57:06,IP Address,100,600,True,2022-12-09 20:57:06,R_1M4Yo6837mZ2Pe5,anonymous,EN,PHY105M,56870,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Strongly agree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Female,,"Black or African American,White,Some other race or ethnicity",Mixed Race,,,,African American,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Some college but no degree,
